0,10,0
0,4,1
0,7,2
0,2,3
0,10,4
0,2,5
0,1,6
0,6,7
0,13,8
0,9,9
0,13,10
0,1,11
0,13,12
0,8,13
0,9,14
0,9,15
0,6,16
0,12,17
0,7,18
0,3,19
0,2,20
0,8,21
0,10,22
0,10,23
0,4,24
0,13,25
0,10,26
0,3,27
0,0,28
0,13,29
0,13,30
0,12,31
0,0,32
0,7,33
0,6,34
0,4,35
0,7,36
0,6,37
0,2,38
0,7,39
0,5,40
0,3,41
0,2,42
0,7,43
0,3,44
0,2,45
0,9,46
0,12,47
0,0,48
0,6,49
0,8,50
0,4,51
0,6,52
0,8,53
0,5,54
0,9,55
0,6,56
0,9,57
0,8,58
0,13,59
0,0,60
0,11,61
0,9,62
0,2,63
0,10,64
0,5,65
0,6,66
0,9,67
0,0,68
0,10,69
0,3,70
0,13,71
0,0,72
0,4,73
0,6,74
0,0,75
0,11,76
0,5,77
0,6,78
0,12,79
0,4,80
0,10,81
0,3,82
0,0,83
0,7,84
0,11,85
0,11,86
0,1,87
0,6,88
0,8,89
0,2,90
0,7,91
0,7,92
0,2,93
0,2,94
0,6,95
0,2,96
0,7,97
0,2,98
0,4,99
1,5,0
1,6,1
1,3,2
1,5,3
1,7,4
1,6,5
1,3,6
1,4,7
1,1,8
1,1,9
1,9,10
1,6,11
1,1,12
1,9,13
1,5,14
1,5,15
1,9,16
1,9,17
1,8,18
1,7,19
1,0,20
1,3,21
1,0,22
1,5,23
1,6,24
1,6,25
1,9,26
1,1,27
1,4,28
1,3,29
1,7,30
1,1,31
1,8,32
1,5,33
1,9,34
1,8,35
1,6,36
1,6,37
1,2,38
1,8,39
1,3,40
1,0,41
1,4,42
1,6,43
1,0,44
1,2,45
1,3,46
1,1,47
1,6,48
1,0,49
1,7,50
1,4,51
1,8,52
1,6,53
1,6,54
1,8,55
1,0,56
1,5,57
1,5,58
1,0,59
1,6,60
1,8,61
1,2,62
1,1,63
1,1,64
1,0,65
1,5,66
1,7,67
1,4,68
1,1,69
1,5,70
1,0,71
1,1,72
1,8,73
1,4,74
1,8,75
1,5,76
1,4,77
1,0,78
1,3,79
1,0,80
1,0,81
1,2,82
1,1,83
1,1,84
1,6,85
1,2,86
1,6,87
1,1,88
1,0,89
1,7,90
1,0,91
1,3,92
1,6,93
1,8,94
1,2,95
1,9,96
1,4,97
1,5,98
1,4,99
2,12,0
2,4,1
2,9,2
2,7,3
2,1,4
2,7,5
2,9,6
2,8,7
2,9,8
2,12,9
2,2,10
2,1,11
2,3,12
2,9,13
2,1,14
2,5,15
2,4,16
2,12,17
2,1,18
2,2,19
2,1,20
2,1,21
2,2,22
2,4,23
2,1,24
2,10,25
2,11,26
2,2,27
2,0,28
2,3,29
2,6,30
2,1,31
2,5,32
2,1,33
2,9,34
2,8,35
2,10,36
2,1,37
2,8,38
2,6,39
2,12,40
2,10,41
2,1,42
2,3,43
2,11,44
2,8,45
2,5,46
2,0,47
2,0,48
2,11,49
2,11,50
2,4,51
2,12,52
2,4,53
2,1,54
2,8,55
2,12,56
2,3,57
2,9,58
2,4,59
2,10,60
2,11,61
2,3,62
2,11,63
2,6,64
2,2,65
2,7,66
2,0,67
2,12,68
2,8,69
2,7,70
2,1,71
2,5,72
2,12,73
2,9,74
2,0,75
2,12,76
2,7,77
2,5,78
2,5,79
2,2,80
2,11,81
2,7,82
2,0,83
2,1,84
2,12,85
2,2,86
2,2,87
2,9,88
2,6,89
2,3,90
2,11,91
2,8,92
2,12,93
2,4,94
2,2,95
2,9,96
2,1,97
2,7,98
2,0,99
3,15,0
3,14,1
3,5,2
3,8,3
3,1,4
3,10,5
3,3,6
3,8,7
3,8,8
3,11,9
3,10,10
3,14,11
3,14,12
3,5,13
3,3,14
3,2,15
3,11,16
3,9,17
3,14,18
3,5,19
3,13,20
3,5,21
3,3,22
3,12,23
3,4,24
3,7,25
3,5,26
3,14,27
3,2,28
3,8,29
3,9,30
3,14,31
3,15,32
3,3,33
3,2,34
3,3,35
3,6,36
3,13,37
3,10,38
3,4,39
3,13,40
3,11,41
3,15,42
3,2,43
3,13,44
3,4,45
3,15,46
3,13,47
3,0,48
3,8,49
3,12,50
3,11,51
3,2,52
3,12,53
3,15,54
3,13,55
3,2,56
3,8,57
3,1,58
3,9,59
3,12,60
3,14,61
3,8,62
3,1,63
3,0,64
3,3,65
3,3,66
3,1,67
3,12,68
3,11,69
3,11,70
3,7,71
3,8,72
3,2,73
3,3,74
3,1,75
3,3,76
3,7,77
3,15,78
3,6,79
3,11,80
3,8,81
3,9,82
3,3,83
3,12,84
3,6,85
3,13,86
3,13,87
3,12,88
3,12,89
3,12,90
3,2,91
3,9,92
3,12,93
3,6,94
3,1,95
3,11,96
3,8,97
3,1,98
3,11,99
4,14,0
4,11,1
4,5,2
4,3,3
4,14,4
4,3,5
4,3,6
4,12,7
4,8,8
4,2,9
4,11,10
4,2,11
4,12,12
4,0,13
4,5,14
4,4,15
4,4,16
4,10,17
4,14,18
4,7,19
4,13,20
4,2,21
4,2,22
4,6,23
4,0,24
4,5,25
4,7,26
4,2,27
4,0,28
4,1,29
4,4,30
4,8,31
4,3,32
4,0,33
4,3,34
4,5,35
4,2,36
4,9,37
4,6,38
4,13,39
4,14,40
4,4,41
4,1,42
4,11,43
4,8,44
4,7,45
4,6,46
4,6,47
4,14,48
4,11,49
4,8,50
4,12,51
4,14,52
4,11,53
4,1,54
4,0,55
4,8,56
4,9,57
4,8,58
4,3,59
4,10,60
4,0,61
4,1,62
4,13,63
4,3,64
4,12,65
4,10,66
4,13,67
4,13,68
4,14,69
4,4,70
4,13,71
4,0,72
4,13,73
4,7,74
4,4,75
4,5,76
4,2,77
4,2,78
4,0,79
4,3,80
4,11,81
4,7,82
4,12,83
4,11,84
4,12,85
4,6,86
4,14,87
4,14,88
4,4,89
4,9,90
4,14,91
4,9,92
4,6,93
4,13,94
4,14,95
4,7,96
4,9,97
4,14,98
4,11,99
5,10,0
5,5,1
5,0,2
5,1,3
5,1,4
5,5,5
5,4,6
5,8,7
5,4,8
5,1,9
5,9,10
5,3,11
5,15,12
5,14,13
5,8,14
5,13,15
5,13,16
5,11,17
5,10,18
5,10,19
5,12,20
5,7,21
5,7,22
5,15,23
5,6,24
5,10,25
5,7,26
5,12,27
5,13,28
5,5,29
5,2,30
5,10,31
5,2,32
5,14,33
5,7,34
5,9,35
5,10,36
5,13,37
5,6,38
5,4,39
5,8,40
5,9,41
5,6,42
5,13,43
5,11,44
5,15,45
5,2,46
5,12,47
5,12,48
5,2,49
5,0,50
5,7,51
5,2,52
5,5,53
5,2,54
5,4,55
5,6,56
5,8,57
5,15,58
5,8,59
5,12,60
5,5,61
5,8,62
5,1,63
5,8,64
5,14,65
5,7,66
5,12,67
5,14,68
5,2,69
5,11,70
5,0,71
5,13,72
5,1,73
5,15,74
5,10,75
5,7,76
5,15,77
5,6,78
5,14,79
5,9,80
5,8,81
5,13,82
5,6,83
5,12,84
5,10,85
5,14,86
5,11,87
5,2,88
5,15,89
5,10,90
5,3,91
5,6,92
5,14,93
5,5,94
5,2,95
5,9,96
5,15,97
5,14,98
5,10,99
6,7,0
6,15,1
6,14,2
6,14,3
6,2,4
6,13,5
6,8,6
6,13,7
6,10,8
6,11,9
6,0,10
6,15,11
6,10,12
6,9,13
6,7,14
6,10,15
6,7,16
6,8,17
6,18,18
6,6,19
6,17,20
6,11,21
6,1,22
6,9,23
6,3,24
6,14,25
6,6,26
6,0,27
6,1,28
6,6,29
6,4,30
6,4,31
6,6,32
6,16,33
6,18,34
6,12,35
6,0,36
6,6,37
6,16,38
6,15,39
6,16,40
6,13,41
6,3,42
6,17,43
6,10,44
6,8,45
6,8,46
6,11,47
6,6,48
6,9,49
6,16,50
6,14,51
6,12,52
6,9,53
6,11,54
6,0,55
6,3,56
6,17,57
6,14,58
6,2,59
6,10,60
6,10,61
6,4,62
6,14,63
6,7,64
6,3,65
6,11,66
6,17,67
6,4,68
6,3,69
6,12,70
6,9,71
6,15,72
6,9,73
6,18,74
6,8,75
6,12,76
6,10,77
6,3,78
6,1,79
6,11,80
6,0,81
6,12,82
6,2,83
6,7,84
6,3,85
6,1,86
6,0,87
6,16,88
6,1,89
6,10,90
6,18,91
6,16,92
6,5,93
6,17,94
6,1,95
6,16,96
6,18,97
6,5,98
6,8,99
7,9,0
7,8,1
7,7,2
7,8,3
7,0,4
7,1,5
7,9,6
7,5,7
7,3,8
7,4,9
7,10,10
7,10,11
7,6,12
7,10,13
7,8,14
7,7,15
7,4,16
7,4,17
7,7,18
7,7,19
7,1,20
7,3,21
7,6,22
7,0,23
7,9,24
7,6,25
7,2,26
7,2,27
7,1,28
7,8,29
7,8,30
7,10,31
7,2,32
7,9,33
7,0,34
7,0,35
7,5,36
7,4,37
7,2,38
7,5,39
7,2,40
7,5,41
7,7,42
7,2,43
7,8,44
7,3,45
7,5,46
7,2,47
7,6,48
7,3,49
7,3,50
7,6,51
7,1,52
7,8,53
7,5,54
7,6,55
7,7,56
7,8,57
7,1,58
7,7,59
